name,height_cm,reach_in,stance,DOB
Ravena Oliveira,165.1,65.0,Orthodox,1997-02-20
Ray Borg,162.56,63.0,Orthodox,1993-08-04
Ray Rodriguez,170.18,70.0,Orthodox,1987-12-10
Rayanne dos Santos,157.48,62.0,Orthodox,1995-06-08
Razak Al-Hassan,187.96,,Orthodox,1982-05-14
Reese Andy,182.88,,Orthodox,1973-03-31
Regina Tarin,170.18,66.0,Southpaw,2004-10-19
Reginaldo Vieira,170.18,65.0,Orthodox,1982-11-26
Rei Tsuruya,167.64,68.0,Orthodox,2002-06-22
Reinier de Ridder,193.04,78.0,Southpaw,1990-09-07
Renan Barao,167.64,70.0,Orthodox,1987-01-31
Renato Moicano,180.34,72.0,Orthodox,1989-05-21
Renato Sobral,185.42,75.0,Orthodox,1975-09-07
Renato Verissimo,185.42,,Orthodox,1973-08-03
Renee Forte,170.18,71.0,Orthodox,1987-03-27
Renzo Gracie,177.8,,Orthodox,1967-03-11
Reuben Duran,170.18,71.0,Orthodox,1983-07-02
Rex Holman,190.5,,Southpaw,
Reza Madadi,180.34,73.0,Orthodox,1978-06-20
Rhys McKee,187.96,78.0,Orthodox,1995-09-10
Ricardo Abreu,180.34,,Orthodox,1984-04-27
Ricardo Almeida,182.88,74.0,Orthodox,1976-11-29
Ricardo Funch,177.8,74.0,Southpaw,1980-08-14
Ricardo Lamas,172.72,71.0,Orthodox,1982-05-21
Ricardo Ramos,175.26,72.0,Orthodox,1995-08-01
Ricardo Romero,182.88,76.0,Orthodox,1978-04-15
Ricco Rodriguez,193.04,,Orthodox,1977-08-19
Rich Attonito,177.8,72.0,Orthodox,1977-06-16
Rich Clementi,175.26,72.0,Southpaw,1976-03-31
Rich Franklin,185.42,76.0,Southpaw,1974-10-05
Richard Crunkilton,170.18,,Orthodox,1979-11-25
Richard Walsh,182.88,73.0,Orthodox,1988-12-01
Richardson Moreira,187.96,,Orthodox,1984-03-31
Richie Hightower,172.72,,Orthodox,1974-11-26
Richie Smullen,175.26,68.0,Orthodox,1991-08-17
Richie Vaculik,167.64,69.0,Orthodox,1983-06-19
Rick Davis,175.26,,Orthodox,
Rick Story,175.26,71.0,Southpaw,1984-08-28
Ricky Glenn,182.88,70.0,Southpaw,1989-04-12
Ricky Rainey,185.42,77.0,Switch,1983-06-29
Ricky Simon,167.64,69.0,Orthodox,1992-08-31
Ricky Turcios,175.26,71.0,Orthodox,1993-06-05
Riki Fukuda,182.88,73.0,Southpaw,1981-01-06
Rin Nakai,154.94,,Orthodox,1986-10-22
Rinat Fakhretdinov,182.88,74.0,Orthodox,1991-09-28
Rinya Nakamura,170.18,68.0,Southpaw,1995-03-23
Rizvan Kuniev,193.04,76.0,Orthodox,1992-03-10
Roan Carneiro,180.34,76.0,Orthodox,1978-06-02
Rob Broughton,187.96,74.0,Orthodox,1983-03-03
Rob Emerson,175.26,70.0,Orthodox,1981-07-30
Rob Font,172.72,71.0,Orthodox,1987-06-25
Rob Kimmons,177.8,73.0,Orthodox,1981-01-30
Rob MacDonald,190.5,78.0,Orthodox,1978-09-05
Rob Wilkinson,190.5,80.0,Orthodox,1992-02-22
Rob Yundt,185.42,,Orthodox,1980-05-05
Robbie Lawler,180.34,74.0,Southpaw,1982-03-20
Robelis Despaigne,200.66,84.0,Orthodox,1988-09-09
Robert Bryczek,182.88,75.0,Orthodox,1990-07-04
Robert McDaniel,190.5,75.0,Southpaw,1983-05-03
Robert Peralta,172.72,71.0,Orthodox,1986-03-14
Robert Ruchala,172.72,72.0,Switch,1998-05-15
Robert Sanchez,167.64,66.0,Orthodox,1986-03-05
Robert Valentin,187.96,77.0,Orthodox,1995-03-31
Robert Whiteford,175.26,69.0,Southpaw,1983-04-12
Robert Whittaker,182.88,73.0,Orthodox,1990-12-20
Roberto Romero,172.72,70.0,Orthodox,2000-01-30
Roberto Traven,190.5,,Orthodox,1968-09-16
Rocky Lee,175.26,,Orthodox,1987-04-08
Rodney Wallace,175.26,72.0,Switch,1981-11-21
Rodolfo Bellato,190.5,75.0,Orthodox,1996-02-05
Rodolfo Rubio Perez,165.1,,Orthodox,1987-01-29
Rodolfo Vieira,182.88,73.0,Orthodox,1989-09-25
Rodrigo Damm,170.18,71.0,Orthodox,1980-02-03
Rodrigo Nascimento,187.96,80.0,Orthodox,1992-11-26
Rodrigo Ruas,177.8,,Orthodox,1977-10-06
Rodrigo Sezinando,175.26,71.0,Orthodox,1997-12-11
Rodrigo de Lima,170.18,,Orthodox,1991-03-12
Roger Bowling,175.26,68.0,Orthodox,1982-12-05
Roger Gracie,193.04,79.0,Orthodox,1981-09-26
Roger Hollett,180.34,,Orthodox,1978-10-08
Roger Huerta,175.26,70.0,Orthodox,1983-05-20
Roger Narvaez,190.5,,Southpaw,1983-09-09
Roger Zapata,180.34,,Southpaw,1986-05-09
Rogerio Bontorin,165.1,67.0,Orthodox,1992-04-25
Rogerio Nogueira,187.96,75.0,Southpaw,1976-06-02
Roland Delorme,175.26,71.0,Orthodox,1983-12-18
Rolando Bedoya,180.34,74.0,Orthodox,1997-01-13
Rolando Delgado,190.5,77.0,Orthodox,1981-11-22
Rolando Dy,172.72,69.0,Orthodox,1990-08-11
Roldan Sangcha'an,162.56,,Orthodox,1990-12-04
Rolles Gracie,193.04,,Orthodox,1978-07-14
Roman Bogatov,172.72,73.0,Orthodox,1990-12-15
Roman Dolidze,187.96,76.0,Orthodox,1988-07-15
Roman Kopylov,182.88,75.0,Southpaw,1992-05-04
Roman Mitichyan,177.8,,Orthodox,1978-09-04
Roman Salazar,170.18,,Orthodox,1988-02-21
Romie Aram,177.8,,Orthodox,1977-12-02
Ron Stallings,187.96,75.0,Southpaw,1983-01-25
Ronald Jhun,180.34,,Orthodox,1970-09-21
Ronaldo Rodriguez,167.64,65.0,Orthodox,1999-05-07
Ronda Rousey,170.18,66.0,Orthodox,1987-02-01
Rongzhu,175.26,71.0,Orthodox,2000-03-07
Ronnie Lawrence,172.72,68.0,Switch,1992-06-13
Ronny Markes,185.42,75.0,Orthodox,1988-04-21
Rony Jason,170.18,73.0,Orthodox,1984-03-21
Ronys Torres,170.18,,Orthodox,1975-08-13
Roosevelt Roberts,187.96,73.0,Orthodox,1994-02-11
Roque Martinez,177.8,72.0,Orthodox,1986-03-04
Rory MacDonald,182.88,76.0,Orthodox,1989-07-22
Rory Markham,182.88,71.0,Orthodox,1982-03-25
Rory Singer,187.96,77.0,Orthodox,1976-05-28
Rose Namajunas,165.1,65.0,Orthodox,1992-06-29
Rosi Sexton,160.02,,Orthodox,1977-07-16
Ross Pearson,172.72,69.0,Orthodox,1984-09-26
Ross Pointon,172.72,,Orthodox,1980-02-18
Rostem Akman,177.8,72.0,Switch,1991-12-19
Rousimar Palhares,172.72,71.0,Orthodox,1980-02-26
Roxanne Modafferi,170.18,69.0,Orthodox,1982-09-24
Roy Nelson,182.88,73.0,Orthodox,1976-06-20
Royce Gracie,185.42,,Southpaw,1966-12-12
Royston Wee,170.18,67.0,Orthodox,1986-11-15
Ruan Potts,187.96,75.0,Orthodox,1978-02-23
Ruslan Magomedov,190.5,78.0,Orthodox,1986-11-26
Russell Doane,170.18,70.0,Orthodox,1986-08-13
Rustam Khabilov,172.72,73.0,Orthodox,1986-11-04
Ryan Bader,187.96,74.0,Orthodox,1983-06-07
Ryan Benoit,165.1,68.0,Orthodox,1989-08-25
Ryan Couture,177.8,73.0,Orthodox,1982-08-27
Ryan Gandra,185.42,74.0,Orthodox,1995-05-08
Ryan Hall,177.8,70.0,Southpaw,1985-02-22
Ryan Janes,190.5,76.0,Orthodox,1981-08-22
Ryan Jensen,185.42,76.0,Orthodox,1977-09-20
Ryan Jimmo,185.42,73.0,Orthodox,1981-11-27
Ryan LaFlare,185.42,74.0,Southpaw,1983-10-01
Ryan Loder,187.96,76.0,Southpaw,1991-06-05
Ryan MacDonald,180.34,71.0,Switch,1993-03-18
Ryan Madigan,182.88,,Orthodox,
Ryan McGillivray,180.34,,,1986-09-27
Ryan Roberts,167.64,,Orthodox,1978-07-16
Ryan Spann,195.58,79.0,Orthodox,1991-08-24
Ryan Thomas,182.88,,Orthodox,1984-11-05
Ryo Chonan,175.26,70.0,Orthodox,1976-10-08
Sabah Homasi,182.88,72.0,Orthodox,1988-10-19
Sabina Mazo,170.18,70.0,Orthodox,1997-03-25
Sage Northcutt,182.88,71.0,Orthodox,1996-03-01
Sai Wang,182.88,,Southpaw,1986-01-14
Said Nurmagomedov,172.72,70.0,Orthodox,1992-04-05
Saidyokub Kakhramonov,172.72,69.0,Orthodox,1995-11-14
Saimon Oliveira,162.56,72.0,Orthodox,1991-04-21
Sako Chivitchian,180.34,,Orthodox,1984-03-11
Salim Touahri,177.8,72.0,Orthodox,1989-09-28
Sam Alvey,187.96,75.0,Southpaw,1986-05-06
Sam Hoger,187.96,,Orthodox,1980-06-28
Sam Hughes,165.1,64.0,Orthodox,1992-06-28
Sam Patterson,190.5,78.0,Orthodox,1996-04-30
Sam Sicilia,172.72,67.0,Orthodox,1986-02-01
Sam Stout,175.26,70.0,Orthodox,1984-04-23
Sammy Morgan,177.8,,Orthodox,1981-09-28
Samy Schiavo,172.72,,Orthodox,1975-12-24
Sangwook Kim,182.88,71.0,Orthodox,1993-10-17
Santiago Luna,175.26,74.0,Orthodox,2004-08-06
Santiago Ponzinibbio,182.88,73.0,Orthodox,1986-09-26
Saparbeg Safarov,185.42,78.0,Orthodox,1986-10-14
Sara McMann,167.64,66.0,Orthodox,1980-09-24
Sarah Alpar,162.56,63.0,Southpaw,1991-06-01
Sarah Frota,167.64,69.0,Southpaw,1987-04-14
Sarah Kaufman,165.1,66.0,Orthodox,1985-09-20
Sarah Moras,170.18,67.0,Orthodox,1988-04-30
Sasha Palatnikov,185.42,72.0,Switch,1989-03-15
Saygid Izagakhmaev,182.88,74.0,,1994-09-03
Scott Askham,190.5,75.0,Southpaw,1988-05-20
Scott Holtzman,175.26,69.0,Orthodox,1983-09-30
Scott Jorgensen,165.1,66.0,Orthodox,1982-09-17
Scott Junk,185.42,,Orthodox,1978-12-17
Scott Smith,182.88,70.0,Orthodox,1979-05-21
Sean Alvarez,182.88,,Orthodox,1971-07-14
Sean Brady,177.8,72.0,Orthodox,1992-11-23
Sean Gannon,190.5,,Southpaw,
Sean McCorkle,200.66,81.0,Orthodox,1976-07-17
Sean O'Connell,185.42,74.0,Orthodox,1983-09-02
Sean O'Malley,180.34,72.0,Switch,1994-10-24
Sean Pierson,182.88,76.0,Southpaw,1976-03-10
Sean Salmon,177.8,,Southpaw,1977-09-11
Sean Sharaf,190.5,77.0,Orthodox,1993-07-11
Sean Sherk,167.64,67.0,Orthodox,1973-08-05
Sean Soriano,175.26,70.0,Orthodox,1989-10-06
Sean Spencer,177.8,74.0,Orthodox,1987-06-25
Sean Strickland,185.42,76.0,Orthodox,1991-02-27
Sean Woodson,187.96,78.0,Orthodox,1992-06-07
Sebastian Szalay,167.64,66.0,Orthodox,1994-02-03
Sedriques Dumas,187.96,79.0,Orthodox,1995-08-06
Semmy Schilt,208.28,,Orthodox,1973-10-27
Seo Hee Ham,157.48,62.0,Southpaw,1987-03-08
Seokhyeon Ko,177.8,71.0,Southpaw,1993-09-24
Sergei Pavlovich,190.5,84.0,Southpaw,1992-05-13
Sergey Khandozhko,185.42,74.0,Orthodox,1992-05-19
Sergey Morozov,167.64,67.0,Orthodox,1989-06-14
Serghei Spivac,190.5,78.0,Orthodox,1995-01-24
Sergio Moraes,182.88,72.0,Orthodox,1982-07-23
Sergio Pettis,167.64,69.0,Orthodox,1993-08-18
Serhiy Sidey,180.34,72.0,Switch,1996-07-04
Seth Baczynski,190.5,75.0,Orthodox,1981-10-26
Seth Petruzelli,182.88,76.0,Orthodox,1979-12-03
SeungGuk Choi,167.64,64.0,Orthodox,1996-12-26
SeungWoo Choi,182.88,74.0,Orthodox,1992-11-03
Shamar Bailey,175.26,75.0,Southpaw,1982-09-22
Shamil Abdurakhimov,190.5,76.0,Orthodox,1981-09-02
Shamil Gamzatov,187.96,76.0,Orthodox,1990-08-09
Shamil Gaziev,193.04,78.0,Orthodox,1990-02-10
Shana Dobson,167.64,69.0,Orthodox,1989-03-30
Shane Burgos,180.34,75.0,Orthodox,1991-03-19
Shane Campbell,182.88,71.0,Orthodox,1987-01-21
Shane Carwin,187.96,80.0,Orthodox,1975-01-04
Shane Howell,172.72,,Orthodox,1983-11-28
Shane Nelson,175.26,70.0,Southpaw,1984-11-29
Shane Primm,190.5,,Orthodox,1984-07-30
Shane Roller,177.8,72.0,Orthodox,1979-07-14
Shane Young,172.72,72.0,Orthodox,1993-07-31
Shane del Rosario,193.04,,Southpaw,1983-09-23
Shanna Young,170.18,65.0,Orthodox,1991-02-20
Shannon Gugerty,177.8,71.0,Orthodox,1981-12-30
Shannon Ross,167.64,66.0,Switch,1989-05-12
Shara Magomedov,187.96,73.0,Orthodox,1994-05-16
Shauna Bannon,165.1,65.0,Switch,1993-10-23
Shavkat Rakhmonov,185.42,77.0,Orthodox,1994-10-23
Shawn Jordan,182.88,75.0,Southpaw,1984-10-21
Shayilan Nuerdanbieke,172.72,69.0,Orthodox,1994-05-04
Shayna Baszler,170.18,,Orthodox,1980-08-08
Sheila Gaff,165.1,,Orthodox,1989-12-29
Sheldon Westcott,185.42,71.0,Southpaw,1984-08-20
Shem Rock,180.34,73.0,Southpaw,1993-11-05
Sherman Pendergarst,185.42,,Orthodox,1967-08-01
Sheymon Moraes,172.72,72.0,Orthodox,1990-10-11
Shi Ming,157.48,60.0,Orthodox,1994-11-14
Shinsho Anzai,170.18,70.0,Orthodox,1985-12-01
Shonie Carter,177.8,,Southpaw,1972-05-03
Shunichi Shimizu,165.1,,Orthodox,1985-01-31
Sijara Eubanks,162.56,67.0,Orthodox,1985-04-27
Silvana Gomez Juarez,160.02,65.0,Orthodox,1984-12-06
Simeon Thoresen,185.42,79.0,Orthodox,1984-03-14
Sirwan Kakai,165.1,,Orthodox,1989-10-03
Siyar Bahadurzada,180.34,73.0,Orthodox,1984-04-17
Soa Palelei,193.04,81.0,Orthodox,1977-07-12
Sodiq Yusuff,175.26,71.0,Orthodox,1993-05-19
Solomon Hutcherson,180.34,,Southpaw,1972-08-31
Song Kenan,182.88,71.0,Orthodox,1990-03-10
Song Yadong,172.72,67.0,Orthodox,1997-12-02
Spencer Fisher,170.18,68.0,Southpaw,1976-05-09
Spike Carlyle,172.72,71.0,Switch,1993-05-06
Stanislav Nedkov,180.34,71.0,Orthodox,1981-12-09
Stefan Sekulic,182.88,75.0,Southpaw,1992-02-12
Stefan Struve,210.82,84.0,Orthodox,1988-02-18
Stephan Bonnar,193.04,79.0,Orthodox,1977-04-04
Stephanie Egger,167.64,68.0,Orthodox,1988-08-12
Stephanie Luciano,167.64,65.0,Orthodox,1999-12-16
Stephen Bass,175.26,,Orthodox,1982-11-14
Stephen Thompson,182.88,75.0,Orthodox,1983-02-11
Steve Berger,180.34,,Orthodox,1973-05-20
Steve Bosse,180.34,72.0,Orthodox,1981-07-29
Steve Bruno,177.8,,Orthodox,1981-11-03
Steve Byrnes,182.88,,Orthodox,1979-08-26
Steve Cantwell,187.96,75.0,Orthodox,1986-12-08
Steve Erceg,172.72,68.0,Orthodox,1995-07-27
Steve Garcia,182.88,75.0,Southpaw,1992-05-22
Steve Kennedy,180.34,,Orthodox,1983-03-07
Steve Lopez,180.34,,Orthodox,1984-07-30
Steve Montgomery,193.04,,Southpaw,1990-12-19
Steve Steinbeiss,190.5,75.0,Orthodox,1981-05-05
Steve Vigneault,177.8,,Orthodox,1978-02-14
Steven Asplund,195.58,78.0,Orthodox,1998-07-16
Steven Koslow,170.18,69.0,Switch,1997-01-22
Steven Nguyen,180.34,73.0,Switch,1993-05-19
Steven Peterson,177.8,70.0,Orthodox,1990-05-29
Steven Siler,180.34,70.0,Orthodox,1987-02-15
Stevie Lynch,177.8,,Orthodox,
Stevie Ray,177.8,70.0,Southpaw,1990-03-25
Stewart Nicoll,165.1,65.0,Orthodox,1996-04-11
Stipe Miocic,193.04,80.0,Orthodox,1982-08-19
SuYoung You,167.64,65.0,Orthodox,1995-12-11
Sulangrangbo,175.26,66.0,Southpaw,2005-07-17
Sultan Aliev,180.34,74.0,Orthodox,1984-09-17
Suman Mokhtarian,172.72,72.0,Orthodox,1992-06-13
Sumudaerji,172.72,72.0,Southpaw,1996-01-20
Sung Bin Jo,182.88,72.0,Orthodox,1992-07-17
Syuri Kondo,162.56,66.0,Orthodox,1989-02-08
TJ Brown,175.26,72.0,Switch,1990-05-22
TJ Dillashaw,167.64,67.0,Orthodox,1986-02-07
TJ Grant,177.8,72.0,Orthodox,1984-02-26
TJ Laramie,167.64,66.0,Orthodox,1997-10-15
TJ O'Brien,187.96,,Orthodox,1987-01-01
TJ Waldburger,180.34,75.0,Orthodox,1988-04-25
Tabatha Ricci,154.94,61.0,Orthodox,1995-02-21
Tae Hyun Bang,175.26,71.0,Switch,1983-04-15
Tafon Nchukwi,182.88,77.0,Orthodox,1994-10-14
Tagir Ulanbekov,170.18,70.0,Southpaw,1991-08-07
Tai Tuivasa,187.96,75.0,Southpaw,1993-03-16
Taila Santos,167.64,68.0,Orthodox,1993-06-22
Tainara Lisboa,170.18,67.0,Orthodox,1991-03-02
Taiyilake Nueraji,187.96,75.0,Southpaw,2001-01-12
Takanori Gomi,170.18,70.0,Southpaw,1978-09-22
Takashi Sato,177.8,73.0,Southpaw,1990-06-09
Takenori Sato,177.8,,Southpaw,1985-06-08
Takeya Mizugaki,170.18,69.0,Orthodox,1983-12-16
Talita Alencar,154.94,58.0,Orthodox,1990-10-17
Talita Bernardo,162.56,68.0,Orthodox,1987-03-04
Tallison Teixeira,200.66,83.0,Orthodox,1999-12-07
Tamdan McCrory,193.04,76.0,Switch,1986-11-05
Tamires Vidal,167.64,68.0,Orthodox,1998-07-27
Tanner Boser,187.96,75.0,Orthodox,1991-08-02
Tarec Saffiedine,177.8,70.0,Switch,1986-09-06
Tateki Matsuda,170.18,,Orthodox,1986-02-27
Tatiana Suarez,165.1,66.0,Southpaw,1990-12-19
Tatsuro Taira,170.18,70.0,Orthodox,2000-01-27
Tatsuya Kawajiri,170.18,69.0,Orthodox,1978-05-08
Taylor Lapilus,167.64,73.0,Southpaw,1992-04-08
Te Edwards,172.72,72.0,Orthodox,1990-09-11
Tecia Pennington,154.94,60.0,Orthodox,1989-08-16
Teemu Packalen,185.42,75.0,Orthodox,1987-05-22
Tereza Bleda,175.26,71.0,Orthodox,2001-11-30
Terrance McKinney,177.8,73.0,Switch,1994-09-15
Terrance Saeteurn,167.64,67.0,Orthodox,1995-05-30
Terrence Mitchell,177.8,74.0,Orthodox,1989-12-30
Terrion Ware,172.72,71.0,Orthodox,1986-03-31
Terry Etim,185.42,73.0,Orthodox,1986-01-11
Terry Martin,172.72,71.0,Orthodox,1980-10-10
Teruto Ishihara,170.18,69.0,Southpaw,1991-07-23
Thales Leites,185.42,78.0,Orthodox,1981-09-06
Themba Gorimbo,185.42,77.0,Orthodox,1991-01-23
Thiago Alves,175.26,70.0,Orthodox,1983-10-03
Thiago Moises,175.26,70.0,Orthodox,1995-03-23
Thiago Perpetuo,177.8,,Orthodox,1987-12-14
Thiago Santos,187.96,76.0,Orthodox,1984-01-07
Thiago Silva,187.96,74.0,Orthodox,1982-11-12
Thiago Tavares,170.18,70.0,Orthodox,1984-11-08
Thibault Gouti,177.8,72.0,Orthodox,1987-02-27
Thomas Almeida,170.18,70.0,Southpaw,1991-07-31
Thomas Gifford,185.42,75.0,Orthodox,1992-07-26
Thomas Petersen,185.42,74.0,Southpaw,1995-03-30
Tiago dos Santos e Silva,175.26,70.0,Orthodox,1987-04-12
Tiki Ghosn,177.8,,Orthodox,1977-02-09
Tim Boetsch,182.88,74.0,Orthodox,1981-01-28
Tim Credeur,190.5,75.0,Orthodox,1977-07-09
Tim Elliott,170.18,66.0,Southpaw,1986-12-24
Tim Gorman,165.1,,Southpaw,1983-04-29
Tim Hague,193.04,76.0,Orthodox,1983-05-09
Tim Kennedy,180.34,74.0,Orthodox,1979-09-01
Tim McKenzie,182.88,74.0,Orthodox,1982-07-21
Tim Means,187.96,75.0,Orthodox,1984-02-20
Tim Sylvia,203.2,80.0,Orthodox,1976-03-05
Tim Williams,187.96,76.0,Orthodox,1986-07-03
Timmy Cuamba,175.26,71.0,Orthodox,1999-02-08
Timothy Johnson,190.5,77.0,Southpaw,1985-03-13
Timur Valiev,167.64,67.0,Orthodox,1990-01-19
Tina Lahdemaki,157.48,,Orthodox,1988-05-28
Tito Ortiz,190.5,74.0,Orthodox,1975-01-23
Todd Brown,180.34,,Orthodox,1976-12-13
Todd Duffee,190.5,78.0,Orthodox,1985-12-06
Tofiq Musayev,175.26,69.0,Orthodox,1989-12-15
Tom Aspinall,195.58,78.0,Orthodox,1993-04-11
Tom Blackledge,,,Orthodox,
Tom Breese,190.5,73.0,Southpaw,1991-09-26
Tom DeBlass,182.88,,Orthodox,1982-05-14
Tom Duquesnoy,170.18,68.0,Orthodox,1993-06-21
Tom Egan,180.34,,Orthodox,
Tom Gallicchio,177.8,,Southpaw,1986-09-23
Tom Lawlor,182.88,74.0,Southpaw,1983-05-15
Tom Murphy,187.96,,Southpaw,1974-11-19
Tom Niinimaki,175.26,69.0,Orthodox,1982-07-25
Tom Nolan,190.5,73.0,Southpaw,2000-03-08
Tom Watson,185.42,73.0,Orthodox,1982-07-13
Tomasz Drwal,185.42,76.0,Orthodox,1982-01-22
Tommy Hayden,175.26,,Southpaw,1986-03-11
Tommy Speer,177.8,71.0,Orthodox,1984-08-20
Tony DeSouza,182.88,70.0,Southpaw,1974-07-26
Tony Ferguson,180.34,76.0,Orthodox,1984-02-12
Tony Fryklund,182.88,,Orthodox,1971-03-26
Tony Gravely,165.1,69.0,Orthodox,1991-09-28
Tony Kelley,175.26,70.0,Switch,1987-01-21
Tony Sims,180.34,70.0,Southpaw,1985-10-14
Tonya Evinger,170.18,70.0,Orthodox,1981-06-04
Tor Troeng,187.96,,Orthodox,1983-01-25
Torrez Finney,172.72,75.0,Orthodox,1998-10-24
Toshiomi Kazama,170.18,69.0,Orthodox,1997-05-15
Tra Telligman,187.96,,Orthodox,1965-02-07
Tracy Cortez,165.1,65.0,Orthodox,1993-12-10
Travis Browne,198.12,79.0,Orthodox,1982-07-17
Travis Lutter,180.34,75.0,Orthodox,1973-05-12
Travis Wiuff,190.5,,Orthodox,1978-03-15
Tre'ston Vines,185.42,79.0,Orthodox,1996-06-18
Tresean Gore,182.88,75.0,Switch,1994-06-21
Trevin Giles,182.88,74.0,Orthodox,1992-08-06
Trevin Jones,170.18,70.0,Southpaw,1990-08-04
Trevor Peek,175.26,70.0,Switch,1995-01-09
Trevor Prangley,185.42,75.0,Orthodox,1972-08-24
Trevor Smith,190.5,75.0,Orthodox,1981-01-05
Trey Ogden,180.34,72.0,Orthodox,1989-11-14
Trey Waters,195.58,77.0,Orthodox,1995-02-21
Tristan Connelly,177.8,68.0,Orthodox,1985-12-12
Troy Mandaloniz,175.26,,Orthodox,1980-02-01
Tsuyoshi Kohsaka,180.34,,Orthodox,1970-03-06
Tucker Lutz,172.72,72.0,Orthodox,1994-07-12
Tuco Tokkos,193.04,76.0,Orthodox,1990-06-30
Ty Miller,187.96,77.0,Orthodox,2000-06-04
Tyler Diamond,170.18,69.0,Orthodox,1991-03-18
Tyler Toner,172.72,70.0,Orthodox,1983-03-31
Tyron Woodley,175.26,74.0,Orthodox,1982-04-07
Tyson Griffin,167.64,68.0,Orthodox,1984-04-20
Tyson Nam,170.18,68.0,Orthodox,1983-10-06
Tyson Pedro,190.5,79.0,Orthodox,1991-09-17
Ulysses Gomez,167.64,,Orthodox,1983-05-25
Umar Nurmagomedov,172.72,69.0,Orthodox,1996-01-03
Uran Satybaldiev,193.04,79.0,Orthodox,1994-08-10
Uriah Hall,182.88,79.0,Orthodox,1984-07-31
Urijah Faber,167.64,67.0,Orthodox,1979-05-14
Uros Medic,185.42,71.0,Southpaw,1993-04-25
Vagner Rocha,177.8,73.0,Orthodox,1982-06-06
Val Woodburn,172.72,74.0,Orthodox,1993-08-10
Valentina Shevchenko,165.1,66.0,Southpaw,1988-03-07
Valerie Letourneau,170.18,68.0,Orthodox,1983-04-29
Valmir Lazaro,182.88,73.0,Orthodox,1985-08-15
Valter Walker,198.12,78.0,Orthodox,1997-12-14
Vanessa Demopoulos,157.48,59.0,Orthodox,1988-09-22
Vanessa Melo,165.1,65.0,Orthodox,1988-03-27
Vaughan Lee,167.64,66.0,Orthodox,1982-10-15
Vernon Ramos Ho,167.64,,Orthodox,1992-06-03
Vernon White,182.88,,Southpaw,1971-12-03
Veronica Hardy,162.56,64.0,Southpaw,1995-10-30
Viacheslav Borshchev,180.34,69.0,Orthodox,1992-01-08
Vicente Luque,180.34,75.0,Orthodox,1991-11-27
Victor Altamirano,172.72,70.0,Switch,1991-01-23
Victor Henry,170.18,68.0,Switch,1987-05-04
Victor Hugo,170.18,71.0,Orthodox,1992-11-22
Victor Martinez,172.72,70.0,Orthodox,1991-07-17
Victor Rodriguez,165.1,67.0,Switch,1992-09-05
Victor Valimaki,182.88,,Orthodox,1981-12-17
Victoria Leonardo,165.1,64.0,Orthodox,1990-02-16
Vik Grujic,180.34,73.0,Orthodox,1977-02-06
Viktor Pesta,190.5,77.0,Orthodox,1990-07-15
Viktoriia Dudakova,165.1,67.0,Orthodox,1999-01-26
Vinc Pichel,177.8,72.0,Orthodox,1982-11-23
Vince Cachero,167.64,68.0,Orthodox,1989-11-07
Vince Morales,170.18,70.0,Orthodox,1990-11-12
Vinicius Moreira,193.04,76.0,Orthodox,1989-02-28
Vinicius Oliveira,175.26,70.0,Switch,1995-11-30
Vinicius Queiroz,200.66,,Orthodox,1983-08-29
Vinicius Salvador,170.18,70.0,Southpaw,1996-07-24
Vinny Magalhaes,190.5,75.0,Orthodox,1984-07-02
Virna Jandiroba,160.02,64.0,Orthodox,1988-05-30
Viscardi Andrade,180.34,75.0,Orthodox,1984-03-08
Vitor Belfort,182.88,74.0,Southpaw,1977-04-01
Vitor Miranda,185.42,77.0,Orthodox,1979-03-10
Vitor Petrino,187.96,77.0,Orthodox,1997-08-28
Viviane Araujo,162.56,68.0,Orthodox,1986-11-21
Viviane Pereira,154.94,63.0,Orthodox,1993-08-28
Vladimir Matyushenko,182.88,74.0,Orthodox,1971-01-04
Volkan Oezdemir,187.96,75.0,Orthodox,1989-09-19
Wade Shipp,190.5,,Orthodox,1975-02-09
Wagner Campos,167.64,,Southpaw,1981-07-31
Wagner Prado,182.88,74.0,Southpaw,1986-12-30
Wagner Silva,182.88,,Orthodox,1987-02-07
Waldo Cortes Acosta,193.04,78.0,Orthodox,1991-10-03
Walel Watson,180.34,75.0,Orthodox,1984-07-16
Walt Harris,195.58,77.0,Southpaw,1983-06-10
Wanderlei Silva,180.34,74.0,Orthodox,1976-07-03
Wang Cong,167.64,66.0,Southpaw,1992-05-15
Wang Guan,175.26,71.0,Orthodox,1986-03-14
War Machine,180.34,,Orthodox,1981-11-30
Warlley Alves,180.34,72.0,Orthodox,1991-01-04
Waylon Lowe,170.18,,Southpaw,1980-10-31
Wellington Turman,182.88,72.0,Orthodox,1996-07-22
Wendell Oliveira Marques,177.8,,Orthodox,1983-06-01
Wes Combs,187.96,,Orthodox,1973-06-18
Wes Schultz,185.42,77.0,Orthodox,1996-08-09
Wes Sims,208.28,,Orthodox,1979-08-04
Wesley Correira,190.5,,Orthodox,1978-11-11
Westin Wilson,185.42,73.0,Southpaw,1989-01-24
Will Brooks,177.8,72.0,Orthodox,1986-10-08
Will Campuzano,175.26,70.0,Orthodox,1986-05-27
Will Chope,193.04,,Switch,1990-09-08
